Ticker,Company,Pattern,Start Date,End Date,Width,API Start Date,API End Date,Breakout Date,Have Data
ACT,ACTION (ACT),rising_wedge,2022-10-31,2022-12-06,36,2022-07-15,2023-03-24,3/6/2023,False
AML,ALUMETAL (AML),rising_wedge,2022-11-07,2022-11-24,17,2022-09-17,2023-01-14,3/6/2023,False
CAR,INTERCARS (CAR),double_top,2023-02-13,2023-02-24,11,2023-01-11,2023-03-29,3/6/2023,False
,WIG-MOTO,double_top,2023-02-13,2023-02-24,11,2023-01-11,2023-03-29,3/6/2023,False
ETFBM40TR,ETFBM40TR,rising_wedge,2022-11-13,2022-12-09,26,2022-08-27,2023-02-25,3/6/2023,False
AML,ALUMETAL (AML),pennant,2023-01-16,2023-02-28,43,2022-09-09,2023-07-07,3/6/2023,False
IFI,IFIRMA (IFI),h&s_bottom,2023-02-11,2023-02-28,17,2022-12-22,2023-04-20,3/6/2023,False
CRM,CORMAY (CRM),falling_wedge,2023-01-30,2023-02-15,16,2022-12-13,2023-04-04,,False
DBC,DEBICA (DBC),triangle,2023-01-24,2023-02-09,16,2022-12-07,2023-03-29,3/6/2023,False
WIG20SHORT,WIG20SHORT,rising_wedge,2023-01-28,2023-02-08,11,2022-12-26,2023-03-13,,False
AGT,AGROTON (AGT),double_bottom,2023-02-19,2023-02-28,9,2023-01-23,2023-03-27,3/6/2023,False
DNP,DINOPL (DNP),descending_channel,2023-02-03,2023-02-17,14,2022-12-23,2023-03-31,3/6/2023,False
,WIG-UKRAIN,inverted_triangle,2023-01-13,2023-01-30,17,2022-11-23,2023-03-22,3/6/2023,False
APR,AUTOPARTN (APR),rising_wedge,2023-02-15,2023-02-27,12,2023-01-10,2023-04-04,3/6/2023,False
ETFBW20ST,ETFBW20ST,rising_wedge,2023-01-30,2023-02-14,15,2022-12-16,2023-03-31,,False
BAH,BAHOLDING (BAH),ascending_triangle,2023-01-02,2023-01-26,24,2022-10-22,2023-04-08,,False
SPL,SANPL (SPL),ascending_triangle,2023-02-03,2023-02-16,13,2022-12-26,2023-03-27,3/6/2023,False
WIG20,WIG20,falling_wedge,2023-01-30,2023-02-14,15,2022-12-16,2023-03-31,,False
ETFBW20ST,ETFBW20ST,ascending_channel,2023-01-28,2023-02-10,13,2022-12-20,2023-03-21,,False
CIG,CIGAMES (CIG),uptrend,2023-01-14,2023-02-23,40,2022-09-16,2023-06-23,,False
ETFBM40TR,ETFBM40TR,resistance,2023-01-23,2023-03-02,38,2022-10-01,2023-06-24,,False
MWIG40,MWIG40,resistance,2023-01-23,2023-03-02,38,2022-10-01,2023-06-24,,False
VRG,VRG,support,2022-10-21,2022-12-13,53,2022-05-15,2023-05-21,,False
RNK,RANKPROGR (RNK),rising_wedge,2022-12-05,2023-03-03,88,2022-03-16,2023-11-22,,False
QRS,QUERCUS (QRS),double_top,2023-01-20,2023-02-03,14,2022-12-09,2023-03-17,,False
APR,AUTOPARTN (APR),double_top,2023-01-14,2023-01-24,10,2022-12-15,2023-02-23,3/3/2023,False
QRS,QUERCUS (QRS),double_top,2023-01-11,2023-01-17,6,2022-12-24,2023-02-04,,False
CAR,INTERCARS (CAR),double_top,2022-11-25,2022-12-01,6,2022-11-07,2022-12-19,3/3/2023,False
MLS,MLSYSTEM (MLS),pennant,2023-01-05,2023-02-03,29,2022-10-10,2023-05-01,3/3/2023,False
PGE,PGE,double_top,2022-12-17,2023-01-04,18,2022-10-24,2023-02-27,,False
CAR,INTERCARS (CAR),flag,2023-01-29,2023-02-24,26,2022-11-12,2023-05-13,3/3/2023,False
PGE,PGE,rising_wedge,2022-12-16,2023-02-08,54,2022-07-07,2023-07-20,3/3/2023,False
AML,ALUMETAL (AML),flat_base,2022-12-26,2023-01-23,28,2022-10-03,2023-04-17,3/3/2023,False
SKH,SKARBIEC (SKH),falling_wedge,2023-02-13,2023-03-02,17,2022-12-24,2023-04-22,,False
AML,ALUMETAL (AML),ascending_triangle,2022-12-31,2023-01-27,27,2022-10-11,2023-04-18,3/3/2023,False
AML,ALUMETAL (AML),pennant,2023-01-28,2023-02-28,31,2022-10-27,2023-06-01,3/3/2023,False
,WIG-ENERG,descending_channel,2023-02-13,2023-02-27,14,2023-01-02,2023-04-10,3/3/2023,False
RNK,RANKPROGR (RNK),uptrend,2022-12-27,2023-03-03,66,2022-06-12,2023-09-17,,False
VIN,VINDEXUS (VIN),support,2023-02-08,2023-03-01,21,2022-12-07,2023-05-03,,False
PGE,PGE,rising_wedge,2022-12-02,2023-03-01,89,2022-03-10,2023-11-23,,False
ABE,ABPL (ABE),double_top,2022-12-21,2023-01-05,15,2022-11-06,2023-02-19,,False
AML,ALUMETAL (AML),rising_wedge,2022-11-05,2023-02-15,102,2022-01-03,2023-12-18,,False
AML,ALUMETAL (AML),rising_wedge,2022-11-01,2023-02-02,93,2022-01-26,2023-11-08,,False
,WIG-ENERG,vertical_run_up,2023-01-17,2023-01-24,7,2022-12-27,2023-02-14,,False
CMR,COMARCH (CMR),double_top,2022-12-06,2022-12-15,9,2022-11-09,2023-01-11,3/2/2023,False
,WIG-LEKI,h&s_top,2023-01-28,2023-02-08,11,2022-12-26,2023-03-13,3/2/2023,False
1AT,ATAL (1AT),uptrend,2022-12-08,2023-02-20,74,2022-04-30,2023-09-30,,False
TPE,TAURONPE (TPE),uptrend,2022-12-15,2023-02-16,63,2022-06-09,2023-08-24,,False
RNK,RANKPROGR (RNK),rising_wedge,2022-12-03,2023-02-21,80,2022-04-07,2023-10-19,,False
,WIG-MOTO,double_top,2022-12-06,2022-12-23,17,2022-10-16,2023-02-12,3/1/2023,False
DEL,DELKO (DEL),double_top,2023-01-17,2023-02-06,20,2022-11-18,2023-04-07,3/1/2023,False
WIGDIV,WIGDIV,vertical_run_up,2022-10-27,2022-11-07,11,2022-09-24,2022-12-10,3/1/2023,False
,WIG-MOTO,h&s_top,2022-11-27,2022-12-06,9,2022-10-31,2023-01-02,3/1/2023,False
DEL,DELKO (DEL),rising_wedge,2022-11-30,2022-12-16,16,2022-10-13,2023-02-02,3/1/2023,False
DEL,DELKO (DEL),h&s_top,2023-01-26,2023-02-20,25,2022-11-12,2023-05-06,3/1/2023,False
CMR,COMARCH (CMR),descending_triangle,2023-01-11,2023-02-01,21,2022-11-09,2023-04-05,3/1/2023,False
CMR,COMARCH (CMR),triangle,2023-01-11,2023-01-30,19,2022-11-15,2023-03-28,3/1/2023,False
MAB,MABION (MAB),rising_wedge,2023-01-22,2023-02-06,15,2022-12-08,2023-03-23,3/1/2023,False
ETFBW20ST,ETFBW20ST,rising_wedge,2023-01-28,2023-02-07,10,2022-12-29,2023-03-09,,False
,WIG-LEKI,ascending_triangle,2023-01-21,2023-02-02,12,2022-12-16,2023-03-10,3/1/2023,False
,WIG-BUDOW,descending_triangle,2023-02-13,2023-02-27,14,2023-01-02,2023-04-10,3/1/2023,False
VRC,VERCOM (VRC),uptrend,2022-11-15,2023-02-09,86,2022-03-02,2023-10-25,,False
GTN,GETIN (GTN),vertical_run_up,2022-12-31,2023-01-03,3,2022-12-22,2023-01-12,,False
MLS,MLSYSTEM (MLS),triangle,2022-10-26,2023-01-13,79,2022-03-03,2023-09-07,,False
,WIG-PALIWA,h&s_top,2022-11-23,2022-12-14,21,2022-09-21,2023-02-15,,False
XTP,XTPL (XTP),triangle,2023-02-10,2023-02-23,13,2023-01-02,2023-04-03,2/28/2023,False
PKN,PKNORLEN (PKN),falling_wedge,2023-01-31,2023-02-15,15,2022-12-17,2023-04-01,2/28/2023,False
UNI,UNIBEP (UNI),flat_base,2023-01-21,2023-02-15,25,2022-11-07,2023-05-01,2/28/2023,False
AMB,AMBRA (AMB),h&s_bottom,2022-12-18,2023-01-20,33,2022-09-10,2023-04-29,2/28/2023,False
LEN,LENA (LEN),flat_base,2022-12-18,2023-01-27,40,2022-08-20,2023-05-27,,False
AMB,AMBRA (AMB),inverted_triangle,2022-10-18,2022-11-03,16,2022-08-31,2022-12-21,2/28/2023,False
AMB,AMBRA (AMB),ascending_triangle,2022-10-15,2022-11-03,19,2022-08-19,2022-12-30,2/28/2023,False
UNI,UNIBEP (UNI),double_bottom,2023-01-28,2023-02-20,23,2022-11-20,2023-04-30,2/28/2023,False
UNI,UNIBEP (UNI),h&s_bottom,2023-01-12,2023-02-20,39,2022-09-17,2023-06-17,2/28/2023,False
WIG20SHORT,WIG20SHORT,ascending_channel,2023-02-13,2023-02-27,14,2023-01-02,2023-04-10,,False
BOS,BOS,support,2023-01-01,2023-02-28,58,2022-07-11,2023-08-21,,False
DCR,DECORA (DCR),resistance,2023-01-31,2023-02-21,21,2022-11-29,2023-04-25,,False
LEN,LENA (LEN),resistance,2022-12-13,2023-02-03,52,2022-07-10,2023-07-09,,False
MLS,MLSYSTEM (MLS),support,2023-01-25,2023-02-21,27,2022-11-05,2023-05-13,,False
MLS,MLSYSTEM (MLS),uptrend,2022-11-08,2022-12-21,43,2022-07-02,2023-04-29,,False
MON,MONNARI (MON),downtrend,2023-01-04,2023-02-22,49,2022-08-10,2023-07-19,,False
BBT,BOOMBIT (BBT),double_top,2023-02-08,2023-02-20,12,2023-01-03,2023-03-28,,False
NWG,NEWAG (NWG),vertical_run_up,2023-01-19,2023-01-25,6,2023-01-01,2023-02-12,,False
BMC,BUMECH (BMC),rising_wedge,2022-10-27,2022-12-21,55,2022-05-15,2023-06-04,2/27/2023,False
BBT,BOOMBIT (BBT),rising_wedge,2023-01-04,2023-02-17,44,2022-08-25,2023-06-29,,False
ATT,GRUPAAZOTY (ATT),h&s_top,2023-01-14,2023-02-10,27,2022-10-25,2023-05-02,2/27/2023,False
,WIG-CHEMIA,double_top,2023-01-12,2023-01-19,7,2022-12-22,2023-02-09,2/27/2023,False
,WIG-NRCHOM,ascending_channel,2023-02-09,2023-02-23,14,2022-12-29,2023-04-06,,False
AGT,AGROTON (AGT),downtrend,2022-11-15,2023-02-14,91,2022-02-15,2023-11-14,,False
AST,ASTARTA (AST),resistance,2022-11-10,2023-02-22,104,2022-01-02,2023-12-31,,False
OPL,ORANGEPL (OPL),uptrend,2022-11-29,2023-02-23,86,2022-03-16,2023-11-08,,False
UNI,UNIBEP (UNI),resistance,2023-01-21,2023-02-22,32,2022-10-17,2023-05-29,,False
,WIG-BUDOW,uptrend,2022-12-25,2023-02-14,51,2022-07-25,2023-07-17,,False
ZUK,STAPORKOW (ZUK),rising_wedge,2022-10-28,2022-12-06,39,2022-07-03,2023-04-02,,False
BBT,BOOMBIT (BBT),rising_wedge,2022-10-22,2022-12-09,48,2022-05-31,2023-05-02,2/24/2023,False
ABS,ASSECOBS (ABS),rising_wedge,2022-12-13,2023-01-20,38,2022-08-21,2023-05-14,,False
BBT,BOOMBIT (BBT),inverted_triangle,2022-11-24,2023-01-10,47,2022-07-06,2023-05-31,2/24/2023,False
LTX,LENTEX (LTX),falling_wedge,2023-01-27,2023-02-22,26,2022-11-10,2023-05-11,,False
ZUK,STAPORKOW (ZUK),falling_wedge,2022-12-01,2022-12-19,18,2022-10-08,2023-02-11,2/24/2023,False
FMF,FAMUR (FMF),rising_wedge,2022-12-23,2023-01-16,24,2022-10-12,2023-03-29,2/24/2023,False
ATT,GRUPAAZOTY (ATT),double_top,2023-01-24,2023-02-01,8,2022-12-31,2023-02-25,2/24/2023,False
ATT,GRUPAAZOTY (ATT),falling_wedge,2023-02-03,2023-02-17,14,2022-12-23,2023-03-31,2/24/2023,False
LTX,LENTEX (LTX),rising_wedge,2023-01-03,2023-01-18,15,2022-11-19,2023-03-04,2/24/2023,False
FRO,FERRO (FRO),double_top,2023-02-01,2023-02-08,7,2023-01-11,2023-03-01,2/24/2023,False
,WIG-CHEMIA,ascending_triangle,2023-02-03,2023-02-17,14,2022-12-23,2023-03-31,2/24/2023,False
ATT,GRUPAAZOTY (ATT),uptrend,2022-12-13,2023-02-23,72,2022-05-11,2023-09-27,,False
LTX,LENTEX (LTX),support,2022-11-11,2022-12-23,42,2022-07-08,2023-04-28,,False
MRC,MERCATOR (MRC),downtrend,2022-12-20,2023-02-21,63,2022-06-14,2023-08-29,,False
UNT,UNIMOT (UNT),uptrend,2022-11-23,2023-02-22,91,2022-02-23,2023-11-22,,False
,WIG-CHEMIA,uptrend,2022-12-17,2023-02-23,68,2022-05-27,2023-09-15,,False
SGN,SYGNITY (SGN),flat_base,2022-10-28,2022-12-06,39,2022-07-03,2023-04-02,2/23/2023,False
SGN,SYGNITY (SGN),double_top,2022-12-19,2022-12-30,11,2022-11-16,2023-02-01,2/23/2023,False
FMF,FAMUR (FMF),rising_wedge,2022-12-01,2023-02-13,74,2022-04-23,2023-09-23,,False
FMF,FAMUR (FMF),rising_wedge,2023-01-05,2023-02-13,39,2022-09-10,2023-06-10,,False
BOS,BOS,uptrend,2022-12-07,2023-02-07,62,2022-06-04,2023-08-12,,False
SWIG80,SWIG80,support,2023-02-02,2023-02-23,21,2022-12-01,2023-04-27,,False
,WIG-BUDOW,support,2023-01-20,2023-02-23,34,2022-10-10,2023-06-05,,False
ETFBW20LV,ETFBW20LV,vertical_run_up,2023-01-04,2023-01-11,7,2022-12-14,2023-02-01,,False
DNP,DINOPL (DNP),h&s_top,2022-12-10,2023-01-13,34,2022-08-30,2023-04-25,,False
MIL,MILLENNIUM (MIL),vertical_run_up,2022-12-29,2023-01-05,7,2022-12-08,2023-01-26,,False
ATC,ARCTIC (ATC),h&s_top,2023-01-25,2023-02-15,21,2022-11-23,2023-04-19,,False
CPS,CYFRPLSAT (CPS),ascending_channel,2022-11-22,2023-02-14,84,2022-03-15,2023-10-24,,False
CPS,CYFRPLSAT (CPS),ascending_channel,2022-11-16,2023-02-20,96,2022-02-01,2023-12-05,,False
WIG20,WIG20,pennant,2022-11-07,2022-12-30,53,2022-06-01,2023-06-07,,False
FW20,FW20,pennant,2022-11-07,2022-12-28,51,2022-06-07,2023-05-30,,False
ETFBW20TR,ETFBW20TR,pennant,2022-11-07,2022-12-30,53,2022-06-01,2023-06-07,,False
,WIG-ENERG,rising_wedge,2022-12-11,2023-02-20,71,2022-05-12,2023-09-21,,False
WLT,WIELTON (WLT),triangle,2023-01-12,2023-01-31,19,2022-11-16,2023-03-29,2/22/2023,False
ETFBW20LV,ETFBW20LV,double_top,2023-01-15,2023-01-25,10,2022-12-16,2023-02-24,2/22/2023,False
AMB,AMBRA (AMB),descending_triangle,2022-10-17,2022-12-26,70,2022-03-21,2023-07-24,2/22/2023,False
MIL,MILLENNIUM (MIL),falling_wedge,2023-02-05,2023-02-17,12,2022-12-31,2023-03-25,2/22/2023,False
WLT,WIELTON (WLT),double_top,2023-01-15,2023-02-02,18,2022-11-22,2023-03-28,2/22/2023,False
AMB,AMBRA (AMB),rising_wedge,2023-01-23,2023-02-13,21,2022-11-21,2023-04-17,,False
WIG20SHORT,WIG20SHORT,double_bottom,2023-01-17,2023-02-03,17,2022-11-27,2023-03-26,2/22/2023,False
FW20,FW20,double_top,2023-01-15,2023-01-25,10,2022-12-16,2023-02-24,2/22/2023,False
ETFBW20ST,ETFBW20ST,double_bottom,2023-01-15,2023-01-25,10,2022-12-16,2023-02-24,2/22/2023,False
MSW,MOSTALWAR (MSW),ascending_triangle,2023-01-25,2023-02-07,13,2022-12-17,2023-03-18,2/22/2023,False
FW20,FW20,falling_wedge,2023-01-29,2023-02-10,12,2022-12-24,2023-03-18,2/22/2023,False
FW20,FW20,falling_wedge,2023-01-25,2023-02-10,16,2022-12-08,2023-03-30,2/22/2023,False
,WIG-POLAND,triangle,2023-01-22,2023-02-06,15,2022-12-08,2023-03-23,2/22/2023,False
WIG,WIG,falling_wedge,2023-01-28,2023-02-10,13,2022-12-20,2023-03-21,2/22/2023,False
,WIG-POLAND,falling_wedge,2023-01-28,2023-02-10,13,2022-12-20,2023-03-21,2/22/2023,False
CPS,CYFRPLSAT (CPS),uptrend,2022-11-16,2023-02-20,96,2022-02-01,2023-12-05,,False
ENA,ENEA (ENA),uptrend,2022-11-27,2023-02-08,73,2022-04-22,2023-09-15,,False
ING,INGBSK (ING),uptrend,2022-11-26,2023-02-14,80,2022-03-31,2023-10-12,,False
PGE,PGE,uptrend,2022-12-21,2023-02-08,49,2022-07-27,2023-07-05,,False
,WIG-ENERG,uptrend,2022-12-11,2023-02-20,71,2022-05-12,2023-09-21,,False
MIL,MILLENNIUM (MIL),rising_wedge,2022-11-18,2023-01-31,74,2022-04-10,2023-09-10,,False
SKH,SKARBIEC (SKH),rising_wedge,2022-11-19,2023-02-14,87,2022-03-03,2023-11-02,,False
LTX,LENTEX (LTX),rising_wedge,2022-11-11,2023-02-14,95,2022-01-30,2023-11-26,,False
ALE,ALLEGRO (ALE),double_top,2023-01-24,2023-02-09,16,2022-12-07,2023-03-29,,False
PCR,PCCROKITA (PCR),pennant,2023-01-24,2023-02-21,28,2022-11-01,2023-05-16,,False
PCR,PCCROKITA (PCR),triangle,2023-01-26,2023-02-17,22,2022-11-21,2023-04-24,,False
PKP,PKPCARGO (PKP),triangle,2023-01-22,2023-02-10,19,2022-11-26,2023-04-08,2/21/2023,False
PKP,PKPCARGO (PKP),descending_triangle,2023-01-22,2023-02-10,19,2022-11-26,2023-04-08,2/21/2023,False
GTC,GTC,inverted_triangle,2022-11-16,2022-11-29,13,2022-10-08,2023-01-07,,False
CRM,CORMAY (CRM),descending_triangle,2023-01-12,2023-02-03,22,2022-11-07,2023-04-10,2/21/2023,False
PKO,PKOBP (PKO),ascending_channel,2023-02-04,2023-02-17,13,2022-12-27,2023-03-28,2/21/2023,False
,WIG-BANKI,ascending_channel,2023-02-02,2023-02-14,12,2022-12-28,2023-03-22,2/21/2023,False
WIGDIV,WIGDIV,rising_wedge,2023-01-30,2023-02-13,14,2022-12-19,2023-03-27,,False
ALR,ALIOR (ALR),uptrend,2022-11-20,2023-02-13,85,2022-03-10,2023-10-26,,False
ALE,ALLEGRO (ALE),uptrend,2022-11-29,2023-02-20,83,2022-03-25,2023-10-27,,False
ANR,ANSWEAR (ANR),uptrend,2022-11-30,2023-02-06,68,2022-05-10,2023-08-29,,False
ETFBM40TR,ETFBM40TR,uptrend,2022-11-26,2023-02-08,74,2022-04-18,2023-09-18,,False
EUR,EUROCASH (EUR),uptrend,2022-12-20,2023-02-17,59,2022-06-26,2023-08-13,,False
MIL,MILLENNIUM (MIL),uptrend,2022-12-02,2023-01-31,60,2022-06-05,2023-07-30,,False
MWIG40,MWIG40,uptrend,2022-12-03,2023-02-16,75,2022-04-22,2023-09-29,,False
SKH,SKARBIEC (SKH),uptrend,2022-12-03,2023-02-14,73,2022-04-28,2023-09-21,,False
WIG,WIG,uptrend,2022-12-09,2023-02-14,67,2022-05-22,2023-09-03,,False
,WIG-POLAND,uptrend,2022-12-30,2023-02-14,46,2022-08-14,2023-07-02,,False
RVU,RYVU (RVU),rising_wedge,2022-10-27,2023-01-03,68,2022-04-06,2023-07-26,,False
PUR,PURE (PUR),double_bottom,2023-01-08,2023-02-01,24,2022-10-28,2023-04-14,,False
EUR,EUROCASH (EUR),ascending_channel,2022-11-05,2023-01-11,67,2022-04-18,2023-07-31,,False
,WIG-ENERG,triangle,2023-01-26,2023-02-20,25,2022-11-12,2023-05-06,,False
PKN,PKNORLEN (PKN),descending_triangle,2023-01-26,2023-02-23,28,2022-11-03,2023-05-18,,False
EUR,EUROCASH (EUR),uptrend,2022-11-16,2022-12-29,43,2022-07-10,2023-05-07,,False
GPW,GPW,uptrend,2022-11-28,2023-02-16,80,2022-04-02,2023-10-14,,False
PEO,PEKAO (PEO),uptrend,2022-12-07,2023-02-17,72,2022-05-05,2023-09-21,,False
,WIG-BANKI,uptrend,2022-12-06,2023-02-17,73,2022-05-01,2023-09-24,,False
CPS,CYFRPLSAT (CPS),falling_wedge,2023-01-25,2023-02-10,16,2022-12-08,2023-03-30,,False
U2K,UNIMA (U2K),falling_wedge,2023-01-29,2023-02-14,16,2022-12-12,2023-04-03,,False
BOS,BOS,uptrend,2022-11-30,2023-01-26,57,2022-06-12,2023-07-16,,False
IFI,IFIRMA (IFI),support,2022-12-22,2023-02-17,57,2022-07-04,2023-08-07,,False
SFS,SFINKS (SFS),vertical_run_up,2023-02-03,2023-02-07,4,2023-01-22,2023-02-19,2/16/2023,False
LVC,LIVECHAT (LVC),rising_wedge,2022-12-09,2023-01-26,48,2022-07-18,2023-06-19,2/16/2023,False
BBT,BOOMBIT (BBT),rising_wedge,2023-01-07,2023-01-30,23,2022-10-30,2023-04-09,,False
PEN,PHOTON (PEN),falling_wedge,2022-11-18,2022-12-13,25,2022-09-04,2023-02-26,2/16/2023,False
VOT,VOTUM (VOT),double_top,2023-01-23,2023-02-07,15,2022-12-09,2023-03-24,2/16/2023,False
PEN,PHOTON (PEN),flag,2022-11-14,2022-12-15,31,2022-08-13,2023-03-18,2/16/2023,False
BRA,BRASTER (BRA),falling_wedge,2022-12-26,2023-01-27,32,2022-09-21,2023-05-03,2/16/2023,False
ULG,ULTGAMES (ULG),resistance,2022-10-10,2022-11-07,28,2022-07-18,2023-01-30,,False
AGT,AGROTON (AGT),double_bottom,2022-11-29,2023-01-25,57,2022-06-11,2023-07-15,,False
KER,KERNEL (KER),rising_wedge,2022-11-30,2023-02-02,64,2022-05-22,2023-08-13,,False
ZRE,ZREMB (ZRE),triangle,2022-10-06,2022-11-08,33,2022-06-29,2023-02-15,2/15/2023,False
PEN,PHOTON (PEN),descending_channel,2022-11-24,2022-12-15,21,2022-09-22,2023-02-16,2/15/2023,False
SLV,SELVITA (SLV),triangle,2023-01-16,2023-01-27,11,2022-12-14,2023-03-01,2/15/2023,False
GPW,GPW,h&s_top,2023-01-30,2023-02-15,16,2022-12-13,2023-04-04,,False
DAD,DADELO (DAD),uptrend,2022-12-16,2023-02-14,60,2022-06-19,2023-08-13,,False
RNK,RANKPROGR (RNK),uptrend,2022-11-29,2023-02-08,71,2022-04-30,2023-09-09,,False
UNI,UNIBEP (UNI),uptrend,2022-11-02,2023-01-19,78,2022-03-13,2023-09-10,,False
R22,R22,rising_wedge,2022-11-19,2023-01-11,53,2022-06-13,2023-06-19,,False
CDR,CDPROJEKT (CDR),triangle,2022-12-11,2023-01-13,33,2022-09-03,2023-04-22,,False
R22,R22,double_top,2023-01-11,2023-01-30,19,2022-11-15,2023-03-28,,False
R22,R22,double_top,2023-01-22,2023-01-30,8,2022-12-29,2023-02-23,,False
CDR,CDPROJEKT (CDR),uptrend,2022-11-12,2023-01-13,62,2022-05-10,2023-07-18,,False
PEN,PHOTON (PEN),downtrend,2022-12-08,2023-01-31,54,2022-06-29,2023-07-12,,False
ULG,ULTGAMES (ULG),downtrend,2022-10-29,2023-02-02,96,2022-01-14,2023-11-17,,False
ZRE,ZREMB (ZRE),downtrend,2022-11-02,2023-02-01,91,2022-02-02,2023-11-01,,False
KOM,KOMPUTRON (KOM),vertical_run_up,2023-01-12,2023-01-16,4,2022-12-31,2023-01-28,,False
GIF,GAMFACTOR (GIF),rising_wedge,2022-11-29,2023-02-08,71,2022-04-30,2023-09-09,,False
JSW,JSW,double_top,2023-01-13,2023-01-19,6,2022-12-26,2023-02-06,2/13/2023,False
,WIG-GORNIC,double_top,2023-01-15,2023-01-25,10,2022-12-16,2023-02-24,2/13/2023,False
CIG,CIGAMES (CIG),double_top,2023-01-31,2023-02-09,9,2023-01-04,2023-03-08,2/13/2023,False
ETFBW20TR,ETFBW20TR,double_top,2023-01-15,2023-01-25,10,2022-12-16,2023-02-24,2/13/2023,False
,WIG-SPOZYW,double_top,2023-01-17,2023-01-24,7,2022-12-27,2023-02-14,2/13/2023,False
11B,11BIT (11B),ascending_channel,2023-01-22,2023-02-08,17,2022-12-02,2023-03-31,,False
,WIG-NRCHOM,ascending_channel,2022-11-21,2023-01-20,60,2022-05-25,2023-07-19,2/13/2023,False
ETFBW20TR,ETFBW20TR,falling_wedge,2023-01-29,2023-02-10,12,2022-12-24,2023-03-18,2/13/2023,False
BAH,BAHOLDING (BAH),support,2022-12-09,2023-01-26,48,2022-07-18,2023-06-19,,False
MRC,MERCATOR (MRC),downtrend,2022-11-30,2023-01-10,41,2022-07-30,2023-05-13,,False
SPL,SANPL (SPL),uptrend,2022-11-18,2023-02-07,81,2022-03-20,2023-10-08,,False
TPE,TAURONPE (TPE),uptrend,2022-12-01,2023-02-07,68,2022-05-11,2023-08-30,,False
WLT,WIELTON (WLT),uptrend,2022-11-17,2022-12-29,42,2022-07-14,2023-05-04,,False
PGV,PGFGROUP (PGV),vertical_run_up,2023-01-31,2023-02-06,6,2023-01-13,2023-02-24,,False
DVL,DEVELIA (DVL),rising_wedge,2022-11-07,2022-12-08,31,2022-08-06,2023-03-11,2/10/2023,False
ATD,ATENDE (ATD),triangle,2022-10-12,2022-12-15,64,2022-04-03,2023-06-25,2/10/2023,False
VTL,VISTAL (VTL),vertical_run_up,2023-01-18,2023-01-24,6,2022-12-31,2023-02-11,,False
AMC,AMICA (AMC),rising_wedge,2023-01-10,2023-02-08,29,2022-10-15,2023-05-06,,False
KGH,KGHM (KGH),double_top,2023-01-15,2023-01-25,10,2022-12-16,2023-02-24,2/10/2023,False
CTX,CAPTORTX (CTX),double_top,2023-01-20,2023-01-30,10,2022-12-21,2023-03-01,2/10/2023,False
FMF,FAMUR (FMF),ascending_channel,2022-12-30,2023-01-24,25,2022-10-16,2023-04-09,,False
WLT,WIELTON (WLT),triangle,2023-01-20,2023-01-31,11,2022-12-18,2023-03-05,2/10/2023,False
CCC,CCC,uptrend,2022-12-01,2023-02-08,69,2022-05-08,2023-09-03,,False
ETFBW20TR,ETFBW20TR,uptrend,2022-12-09,2023-02-07,60,2022-06-12,2023-08-06,,False
ETFBW20ST,ETFBW20ST,downtrend,2022-12-09,2023-02-07,60,2022-06-12,2023-08-06,,False
FW20,FW20,uptrend,2022-12-09,2023-02-08,61,2022-06-09,2023-08-10,,False
KGH,KGHM (KGH),uptrend,2022-12-24,2023-02-07,45,2022-08-11,2023-06-22,,False
SLV,SELVITA (SLV),uptrend,2022-12-13,2023-02-01,50,2022-07-16,2023-07-01,,False
WIG20,WIG20,uptrend,2022-12-09,2023-02-08,61,2022-06-09,2023-08-10,,False
GOP,GAMEOPS (GOP),vertical_run_up,2023-02-05,2023-02-09,4,2023-01-24,2023-02-21,,False
GOP,GAMEOPS (GOP),vertical_run_up,2022-12-31,2023-01-11,11,2022-11-28,2023-02-13,2/9/2023,False
NWG,NEWAG (NWG),rising_wedge,2023-01-10,2023-01-30,20,2022-11-11,2023-03-31,,False
BHW,HANDLOWY (BHW),double_top,2023-01-16,2023-02-01,16,2022-11-29,2023-03-21,,False
LVC,LIVECHAT (LVC),double_top,2023-01-23,2023-02-02,10,2022-12-24,2023-03-04,2/9/2023,False
ALL,AILLERON (ALL),double_top,2023-01-08,2023-01-18,10,2022-12-09,2023-02-17,2/9/2023,False
B24,BRAND24 (B24),rising_wedge,2022-11-10,2022-12-20,40,2022-07-13,2023-04-19,2/9/2023,False
SGN,SYGNITY (SGN),triangle,2022-12-20,2023-01-30,41,2022-08-19,2023-06-02,2/9/2023,False
B24,BRAND24 (B24),rising_wedge,2023-01-12,2023-02-09,28,2022-10-20,2023-05-04,2/9/2023,False
B24,BRAND24 (B24),inverted_triangle,2022-11-30,2022-12-15,15,2022-10-16,2023-01-29,2/9/2023,False
ETFBM40TR,ETFBM40TR,double_top,2022-11-18,2022-11-28,10,2022-10-19,2022-12-28,2/9/2023,False
,WIG-MOTO,double_top,2022-11-25,2022-12-01,6,2022-11-07,2022-12-19,2/9/2023,False
,WIG-INFO,rising_wedge,2022-11-09,2022-12-22,43,2022-07-03,2023-04-30,2/9/2023,False
,WIG-INFO,pennant,2023-01-08,2023-01-31,23,2022-10-31,2023-04-10,2/9/2023,False
